stream,benchmark_block,run_id,method,order,n_warmup,n_timed,mean_ns,median_ns,p95_ns,p99_ns,sd_ns,rss_before_bytes,rss_after_bytes,peak_rss_bytes,temp_before_c,temp_after_c,cpu_freq_before_hz,cpu_freq_after_hz,throttle_before,throttle_after,raw_array_path,source_hash,policy_hash,valid,failure_reason
exhaustive_324,27,p1b-r1-exhaustive_324-b27-DQN,DQN,2,1000,10000,1562294.6783,1551239.0,1628729.9,1650100.23,43324.5434134557,309747712,309747712,309530624,55.017,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,27,p1b-r1-exhaustive_324-b27-Tabular-Q,Tabular-Q,3,1000,10000,10376.2987,10333.0,10556.0,10833.0,729.157642190649,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,27,p1b-r1-exhaustive_324-b27-Static-LightLR,Static-LightLR,4,1000,10000,615.5442,611.0,667.0,760.0,179.26339275702188,309747712,309747712,309530624,54.043,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,27,p1b-r1-observed_support-b27-CFSM,CFSM,1,1000,10000,6578.428,6537.0,6926.0,7166.0,744.8172571111984,309747712,309747712,309530624,53.556,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,27,p1b-r1-observed_support-b27-DQN,DQN,2,1000,10000,1583037.3797,1553045.0,1633969.95,1714215.3700000006,272074.1869758497,309747712,309747712,309530624,54.043,55.991,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,27,p1b-r1-observed_support-b27-Tabular-Q,Tabular-Q,3,1000,10000,10782.2862,10740.0,11037.0,11278.180000000004,769.972715157991,309747712,309747712,309530624,54.043,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,27,p1b-r1-observed_support-b27-Static-LightLR,Static-LightLR,4,1000,10000,709.2533,685.0,889.0,1056.0,462.5197556770404,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,28,p1b-r1-exhaustive_324-b28-Static-LightLR,Static-LightLR,1,1000,10000,643.0967,630.0,722.0,833.0,78.1182859244209,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,28,p1b-r1-exhaustive_324-b28-Tabular-Q,Tabular-Q,2,1000,10000,10485.2097,10444.0,10667.0,10962.0,857.7664103049119,309747712,309747712,309530624,53.556,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,28,p1b-r1-exhaustive_324-b28-DQN,DQN,3,1000,10000,1572974.2587,1563128.0,1638305.75,1654395.55,44358.35930141652,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,28,p1b-r1-exhaustive_324-b28-CFSM,CFSM,4,1000,10000,6257.9669,6203.0,6630.0,6760.0,516.6622453711605,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,28,p1b-r1-observed_support-b28-Static-LightLR,Static-LightLR,1,1000,10000,702.7624,667.0,871.0,1037.0,571.4679999035216,309747712,309747712,309530624,53.556,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,28,p1b-r1-observed_support-b28-Tabular-Q,Tabular-Q,2,1000,10000,10788.1756,10740.0,11037.0,11278.0,852.2216258313288,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,28,p1b-r1-observed_support-b28-DQN,DQN,3,1000,10000,1577626.1765,1566739.0,1642543.95,1663190.75,46430.8202767548,309747712,309747712,309530624,55.017,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,28,p1b-r1-observed_support-b28-CFSM,CFSM,4,1000,10000,6619.774,6574.0,6944.0,7167.0,764.5474368555035,309747712,309747712,309530624,55.017,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-28-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,29,p1b-r1-exhaustive_324-b29-DQN,DQN,1,1000,10000,1571849.7237,1561155.5,1638395.9,1656677.81,44806.57647688245,309747712,309747712,309530624,54.53,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,29,p1b-r1-exhaustive_324-b29-Tabular-Q,Tabular-Q,2,1000,10000,10409.2086,10370.0,10592.0,10833.0,665.2153547783329,309747712,309747712,309530624,55.017,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,29,p1b-r1-exhaustive_324-b29-Static-LightLR,Static-LightLR,3,1000,10000,642.0935,630.0,704.0,834.0,80.40468424833782,309747712,309747712,309530624,53.556,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,29,p1b-r1-exhaustive_324-b29-CFSM,CFSM,4,1000,10000,6253.8236,6185.0,6648.0,6778.0,549.5250438882891,309747712,309747712,309530624,53.556,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,29,p1b-r1-observed_support-b29-DQN,DQN,1,1000,10000,1575707.9548,1565285.0,1640469.95,1659359.4100000001,48758.48662292066,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,29,p1b-r1-observed_support-b29-Tabular-Q,Tabular-Q,2,1000,10000,10721.4806,10666.0,10963.0,11222.0,1049.8017134618322,309747712,309747712,309530624,54.53,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,29,p1b-r1-observed_support-b29-Static-LightLR,Static-LightLR,3,1000,10000,744.4379,704.0,982.0,1148.0,147.73452505280972,309747712,309747712,309530624,53.069,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,29,p1b-r1-observed_support-b29-CFSM,CFSM,4,1000,10000,6603.5067,6574.0,6981.0,7204.0,723.3250627966357,309747712,309747712,309530624,53.556,52.095,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-29-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,30,p1b-r1-exhaustive_324-b30-Static-LightLR,Static-LightLR,1,1000,10000,645.7842,648.0,704.0,889.0,116.47279777536968,309747712,309747712,309530624,52.095,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,30,p1b-r1-exhaustive_324-b30-CFSM,CFSM,2,1000,10000,6325.6035,6259.0,6704.0,6834.170000000004,602.3191053903419,309747712,309747712,309530624,53.556,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,30,p1b-r1-exhaustive_324-b30-Tabular-Q,Tabular-Q,3,1000,10000,10536.6384,10499.0,10741.0,11037.180000000004,728.5185570555067,309747712,309747712,309530624,53.069,52.582,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,30,p1b-r1-exhaustive_324-b30-DQN,DQN,4,1000,10000,1554659.981,1540267.0,1620717.4,1645858.74,42665.495708551716,309747712,309747712,309530624,55.504,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,30,p1b-r1-observed_support-b30-Static-LightLR,Static-LightLR,1,1000,10000,688.0883,667.0,852.0,1037.0,309.20232908427636,309747712,309747712,309530624,55.504,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,30,p1b-r1-observed_support-b30-CFSM,CFSM,2,1000,10000,6584.9684,6555.0,6925.0,7185.0,771.3548883865479,309747712,309747712,309530624,53.069,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,30,p1b-r1-observed_support-b30-Tabular-Q,Tabular-Q,3,1000,10000,10770.8388,10722.0,11018.0,11259.0,875.8434871573572,309747712,309747712,309530624,53.556,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,30,p1b-r1-observed_support-b30-DQN,DQN,4,1000,10000,1560685.1104,1547119.0,1627239.2,1652339.19,46228.031390259675,309747712,309747712,309530624,55.504,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-30-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
